,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,BB diameter,ttd,Head tube diameter,dtd,csd,ssd,Seat tube diameter,BB length,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube
780,430.0,42.5,565.6,68.0,103.8,32.0,380.0,68.0,700.6039110617493,55.0,27.0,42.0,15.9,17.0,13.5,28.6,68.0,15.0,9.0,STEEL,35.0,35.0,25.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
781,430.0,37.5,565.6,67.5,152.2,35.0,450.0,67.5,686.6103218868474,55.0,27.0,42.0,36.5,17.0,17.0,28.6,68.0,15.0,9.0,STEEL,40.0,40.0,30.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
782,441.0,60.0,565.6,71.5,150.0,45.0,550.0,73.0,688.2110624694662,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,35.7,48.2,47.4,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
783,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
784,405.04,70.0,565.6,74.5,145.0,46.0,626.3,74.0,654.2993180441566,40.0,28.6,45.0,36.5,17.85,13.0,31.8,68.0,15.0,9.0,STEEL,38.9,46.3,50.8,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
785,405.0,70.0,565.6,73.0,145.0,45.0,516.1,78.0,635.6312283575455,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,BAMBOO,33.9,50.1,51.8,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
786,398.0,60.0,565.6,73.0,160.8,45.0,606.6,73.0,640.164608140573,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,38.5,46.6,49.8,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
787,380.0,60.0,565.6,73.0,180.0,45.0,577.0,74.0,598.0132508928724,40.0,28.6,36.0,34.9,17.0,13.0,31.8,68.0,15.0,9.0,STEEL,36.8,47.0,43.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
788,405.0,70.0,565.6,71.5,100.0,45.0,358.0,78.5,647.6082306952948,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,25.7,58.0,54.6,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
789,420.0,70.0,565.6,71.5,100.0,45.0,689.9,73.5,655.2935813707385,40.0,25.4,31.8,36.5,22.2,13.75,28.6,68.0,15.0,9.0,STEEL,34.0,158.9,38.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
790,405.0,78.0,565.6,73.5,131.4,40.0,580.0,75.0,668.8439637200014,38.1,25.4,31.7,34.0,17.35,10.5,28.6,68.0,15.0,10.6,STEEL,27.9,19.3,36.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
791,405.0,70.0,565.6,73.0,152.9,45.0,490.7,74.0,607.6153931201081,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,31.3,50.7,56.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
792,370.0,40.0,565.6,73.5,100.0,45.0,500.0,80.0,620.3661941941803,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,35.0,22.6,43.2,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
793,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
794,380.0,60.0,565.6,74.0,162.5,45.0,515.1,74.0,668.3888453198858,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.4,49.1,48.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
795,380.0,60.0,565.6,74.0,159.6,45.0,515.1,74.0,665.8606604551396,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.4,49.1,48.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
796,380.0,60.0,565.6,74.0,159.6,45.0,515.1,74.0,665.8606604551396,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.4,49.1,48.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
797,280.0,-30.0,565.6,73.0,334.4,110.0,551.0,72.0,541.989598316328,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,30.0,35.0,38.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
798,405.0,65.0,565.6,71.0,130.0,15.0,480.0,72.5,623.4920337663293,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.8,12.9,48.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
799,408.0,68.0,565.6,71.0,115.0,15.0,480.0,72.5,612.8346883271814,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,35.7,12.5,48.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
800,405.0,65.0,565.6,71.0,110.0,30.0,500.0,74.5,629.4720082098244,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,38.6,27.5,49.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
801,355.0,24.0,565.6,71.0,115.0,55.0,285.0,74.0,602.7629383455799,40.0,28.6,42.0,36.5,23.5,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,18.5,57.2,47.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
802,435.0,30.0,565.6,72.0,135.0,300.0,715.0,73.5,669.6279437951865,50.8,28.6,38.1,38.05,23.35,14.5,28.6,68.0,15.0,9.0,TITANIUM,30.0,300.0,35.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
803,419.5,70.0,565.6,73.0,100.0,45.0,315.5,74.0,657.9483964349224,40.0,32.7,45.0,36.5,23.35,16.5,40.8,68.0,15.0,9.0,STEEL,27.3,65.5,57.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
804,370.0,16.0,565.6,72.5,100.6,45.0,340.0,71.5,512.4517131143658,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.6,40.0,60.0,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
805,405.0,70.0,565.6,73.0,145.0,45.0,451.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,30.9,51.0,49.9,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
806,370.0,1.0,565.6,69.6,145.0,45.0,263.8,72.5,585.3267644331778,40.0,44.6,45.0,53.0,25.35,24.0,31.8,68.0,15.0,9.0,STEEL,32.8,63.8,63.8,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
807,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
808,435.0,65.0,565.6,72.0,100.0,300.0,715.0,74.0,697.527308737004,50.8,28.6,38.1,38.05,23.35,14.5,28.6,68.0,15.0,9.0,TITANIUM,22.0,300.0,37.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
809,405.0,65.0,565.6,73.5,145.0,100.0,515.1,75.5,652.4417621115798,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.8,49.1,50.2,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
810,381.0,7.0,565.6,70.33,111.0,48.0,307.0,71.33,621.1196794148391,40.0,29.200000000000003,45.0,36.5,25.0,19.0,30.0,68.0,15.0,9.0,STEEL,21.3,42.3,50.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
811,370.0,30.0,565.6,74.0,170.0,48.0,660.0,73.0,616.4900604264468,45.0,27.700000000000003,40.0,36.5,20.5,15.0,31.8,68.0,15.0,9.0,STEEL,35.0,200.0,50.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
812,412.0,72.0,565.6,73.0,150.0,45.0,515.0,73.0,649.4363119203698,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.5,49.0,50.6,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
813,295.0,0.0,565.6,72.5,109.9,29.0,226.9,73.5,535.6871043537341,40.0,28.6,45.0,36.5,23.0,16.0,31.8,68.0,15.0,11.2,STEEL,24.9,26.9,32.7,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,0.0,0.0,0.9
814,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,BAMBOO,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
815,288.0,0.0,565.6,71.0,105.9,29.0,203.0,71.0,526.1967272662589,40.0,31.5,45.0,42.5,23.0,16.0,31.8,68.0,15.0,11.2,STEEL,18.3,43.0,50.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,0.0,0.0,0.9
816,440.0,64.2,565.6,71.0,120.6,45.0,494.8,72.5,683.1677744753276,40.0,35.8,50.0,42.9,23.35,15.0,34.8,73.0,15.0,12.3,STEEL,33.6,62.8,59.3,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
817,390.0,0.0,565.6,70.5,135.0,45.0,370.0,68.0,599.4536848260241,40.0,32.7,55.0,55.0,33.0,19.0,33.0,68.0,15.0,9.0,OTHER,22.7,30.0,70.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
818,415.0,51.0,565.6,71.0,101.4,45.0,400.0,73.0,647.1203710019796,40.0,35.8,50.0,42.9,23.35,15.0,34.8,73.0,15.0,12.3,STEEL,38.9,54.3,59.5,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
819,381.0,7.0,565.6,70.33,111.0,48.0,307.0,71.33,621.1196794148391,40.0,29.200000000000003,45.0,36.5,25.0,19.0,30.0,68.0,15.0,9.0,OTHER,21.3,42.3,50.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
820,381.0,7.0,565.6,70.33,111.0,48.0,307.0,71.33,621.3182111085007,40.0,29.200000000000003,45.0,36.5,25.0,19.0,30.0,68.0,15.0,9.0,OTHER,20.9,42.7,51.2,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
821,358.85,0.0,565.6,73.0,100.0,26.0,230.0,71.0,588.7731863222668,40.0,28.6,45.0,36.5,33.0,20.0,31.8,68.0,20.0,20.0,TITANIUM,23.7,25.0,37.8,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
822,327.0,-1.0,565.6,71.0,115.0,55.0,280.0,74.0,586.6460112101117,40.0,28.6,42.0,36.5,23.5,16.5,30.0,68.0,15.0,9.0,ALUMINIUM,21.5,50.8,52.9,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
823,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,BAMBOO,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
824,367.0,-24.0,565.6,73.5,120.1,45.0,365.8,73.5,631.0650486268695,40.0,28.6,45.0,36.5,21.375,13.0,31.8,68.0,15.0,9.0,OTHER,37.3,29.8,46.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
825,405.0,70.0,565.6,72.5,170.4,45.0,589.8,74.0,640.411344969033,40.0,27.0,31.8,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,27.0,19.8,36.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
826,395.0,62.0,565.6,77.0,155.0,45.0,574.1,74.0,627.298013096043,40.0,25.200000000000003,28.0,25.0,23.35,13.0,27.0,68.0,15.0,9.0,STEEL,28.2,14.1,34.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
827,391.47,20.0,565.6,73.0,110.4,45.0,304.8,74.0,628.7444793673959,40.0,28.6,45.0,36.5,24.0,16.5,31.8,68.0,15.0,9.0,CARBON,30.8,38.8,52.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
828,420.43,-35.0,565.6,73.0,100.0,45.0,220.0,73.0,675.2185769250044,40.0,27.700000000000003,45.0,35.0,24.0,20.0,31.8,73.0,15.0,9.0,TITANIUM,20.8,13.4,40.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
829,334.51,-60.0,565.6,74.0,100.0,16.0,98.0,60.0,598.8238672535847,40.0,30.700000000000003,45.0,28.0,35.0,16.5,30.0,68.0,15.0,9.0,CARBON,14.0,18.0,26.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
830,405.0,70.0,565.6,73.0,145.0,45.0,516.9,74.0,671.8365338381763,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,30.9,50.9,54.1,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
831,400.0,45.00000000000029,565.6,73.0,123.4,25.0,560.0,74.0,640.7527167996682,40.0,25.4,31.8,36.5,17.25,11.2,28.6,68.0,12.0,13.0,STEEL,28.9,20.0,38.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
832,450.0,70.0,565.6,73.0,129.3,40.0,558.9,73.0,637.9175722926436,38.1,25.4,31.8,34.0,21.25,10.9,28.6,68.0,16.0,10.6,STEEL,45.1,28.9,36.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
833,385.0,10.0,565.6,79.0,135.9,45.0,595.4,71.0,622.9820969105189,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,37.4,45.4,49.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
834,420.0,75.0,565.6,73.0,184.2,45.0,631.6,73.0,672.8825342744013,40.0,25.4,31.7,31.7,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,38.5,31.6,50.9,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
835,467.3,30.0,565.6,73.0,120.0,45.0,400.0,74.0,765.063343869648,40.0,37.7,45.0,51.0,35.0,25.0,31.8,73.0,20.0,9.0,ALUMINIUM,32.5,47.4,57.9,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
836,467.3,30.0,565.6,73.0,120.0,45.0,380.0,74.0,765.063343869648,40.0,37.7,45.0,51.0,35.0,25.0,31.8,73.0,20.0,9.0,TITANIUM,32.5,47.4,57.9,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
837,380.02,0.0,565.6,72.5,110.0,45.0,291.8,74.0,610.1950272291518,40.0,28.6,45.0,36.5,29.7,18.0,31.8,68.0,15.0,9.0,ALUMINIUM,25.7,35.8,51.3,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
838,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
839,405.0,70.0,565.6,71.5,132.3,45.0,490.7,75.5,609.0210743849251,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,35.0,50.7,56.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
840,425.29,70.0,565.6,72.0,124.0,45.0,565.8,74.3,634.8433705304199,40.0,28.6,31.7,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,35.2,35.8,41.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
841,484.69,20.0,565.6,73.0,100.0,45.0,260.3,74.0,760.3330378496081,40.0,40.7,45.0,36.5,45.0,35.0,50.0,68.0,20.0,9.0,TITANIUM,31.3,60.3,60.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
842,415.0,35.0,565.6,71.0,110.2,40.0,425.0,73.0,642.7148287949632,40.0,32.7,40.0,35.0,22.5,13.0,28.6,68.0,15.0,9.0,STEEL,25.0,60.0,40.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
843,450.0,80.0,565.6,72.0,180.0,70.0,657.1,72.0,659.4629563247406,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,39.6,47.1,49.6,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
844,354.1,-40.0,565.6,73.0,100.0,-10.0,206.2,70.0,585.63138049878,40.0,28.6,45.0,36.5,28.0,20.0,31.8,68.0,15.0,9.0,ALUMINIUM,22.3,-13.8,37.8,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
845,386.0,20.0,565.6,77.0,145.0,45.0,515.3,80.0,655.6083497247215,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,34.3,49.3,48.0,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
846,425.0,70.0,565.6,72.5,200.0,160.0,605.0,73.5,673.7174349980368,40.0,25.4,28.6,28.6,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,24.0,9.5,36.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
847,430.0,35.0,565.6,70.5,190.0,160.0,475.0,73.0,674.201230184902,40.0,29.200000000000003,45.0,36.5,22.0,21.0,31.8,68.0,15.0,8.0,OTHER,21.2,35.0,49.3,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
848,405.0,34.0,565.6,72.0,243.0,45.0,578.8,73.0,646.1659477635202,40.0,37.65,45.0,42.5,23.35,13.0,34.9,68.0,15.0,9.0,TITANIUM,41.5,28.8,52.7,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
849,461.42,20.0,565.6,73.0,100.0,45.0,500.0,73.0,725.7658722205996,40.0,38.0,45.0,45.0,30.0,25.0,38.0,68.0,15.0,9.0,CARBON,22.8,100.0,36.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
850,405.0,5.0,565.6,69.0,125.0,45.0,315.5,71.5,636.9818393710929,40.0,28.6,45.0,36.5,28.35,18.0,31.8,68.0,15.0,9.0,STEEL,27.3,49.5,47.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
851,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
852,420.0,80.0,565.6,72.0,106.6,45.0,512.2,74.0,665.3378957955482,35.0,25.4,36.0,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,30.2,46.2,43.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
853,364.1,0.0,565.6,73.0,100.0,45.0,297.4,74.0,572.2206672058577,40.0,25.700000000000003,45.0,33.0,25.0,20.0,36.0,68.0,20.0,9.0,STEEL,20.0,37.4,20.0,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
854,405.0,70.0,565.6,73.0,185.8,45.0,576.0,73.5,660.3321217032551,40.0,27.1,40.0,36.0,23.35,13.0,28.8,68.0,15.0,9.0,STEEL,34.8,26.0,37.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
855,405.0,70.0,565.6,73.0,185.8,45.0,560.0,73.5,660.3321217032551,40.0,27.1,38.0,36.0,23.35,13.0,28.8,68.0,15.0,9.0,STEEL,34.8,20.0,37.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
856,432.0,62.5,565.6,72.49999999999999,180.0,45.0,642.5,72.49999999999999,679.5795238820507,40.0,28.6,45.0,36.5,23.35,15.0,31.8,68.0,15.0,9.0,STEEL,30.3,42.5,40.1,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
857,390.0,25.0,565.6,71.0,100.0,30.0,274.2,72.0,621.173522963384,40.0,44.6,45.0,53.0,25.35,24.0,31.8,68.0,15.0,9.0,OTHER,30.0,24.2,45.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
858,350.0,-40.0,565.6,72.0,105.0,15.0,144.0,72.0,537.1934822696561,40.0,28.6,50.0,36.5,21.0,17.0,27.2,68.0,15.0,0.0,STEEL,23.0,17.0,40.6,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,0.0,0.0,0.9
859,445.0,73.0,565.6,73.0,160.8,45.0,578.8,72.0,650.500984330378,40.0,25.4,31.8,36.5,22.5,15.0,28.6,68.0,15.0,10.1,STEEL,35.4,23.8,33.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
860,373.78,0.0,565.6,73.0,110.0,45.0,315.9,74.0,623.5984086657584,40.0,33.6,53.0,36.5,36.35,21.0,31.8,68.0,15.0,9.0,ALUMINIUM,31.0,35.9,58.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
861,276.71,9.999999999999943,565.6,76.0,250.0,45.0,622.7,76.0,563.2662113061306,40.0,36.7,45.0,36.5,23.35,20.0,31.8,68.0,15.0,9.0,ALUMINIUM,39.0,27.7,48.6,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
862,415.0,70.0,565.6,72.0,179.5,45.0,585.2,73.0,664.566363502296,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.0,20.2,43.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
863,327.0,-1.0,565.6,71.0,115.0,55.0,300.0,74.0,599.0637199009807,40.0,28.6,42.0,36.5,23.5,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,22.6,54.6,52.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
864,355.0,-1.0,565.6,69.5,115.0,55.0,300.0,74.0,570.69764285697,40.0,28.6,42.0,36.5,23.5,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,24.0,53.7,50.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
865,410.0,15.0,565.6,65.1,89.9,200.0,353.4,69.99999999999999,610.2737105672347,40.0,50.0,45.0,47.5,40.0,21.5,40.0,68.0,15.0,9.0,CARBON,30.0,53.4,45.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
866,295.0,0.0,565.6,72.5,91.7,29.0,226.9,73.5,535.3673824859835,40.0,37.9,40.0,42.45,31.5,21.0,31.8,68.0,15.0,11.2,STEEL,33.0,26.9,32.7,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,0.0,0.0,0.9
867,295.0,0.0,565.6,72.5,91.7,29.0,226.9,73.5,535.3673824859835,40.0,42.9,40.0,42.45,31.5,21.0,31.8,68.0,15.0,11.2,ALUMINIUM,33.0,26.9,32.7,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,0.0,0.0,0.9
868,405.0,70.0,565.6,73.0,145.0,45.0,515.4,74.0,613.0772065686128,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,33.3,49.4,55.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
